artist_name,title,duration
Quickspace,"The Mountain Waltz",248.29342
"Quadro Nuevo",Malafemmena,260.46649
"Quincy Jones","Cast Your Fate To The Wind",269.53098
Q-Tip,"Things We Do",244.74077
"Quiet Elegance","I'm Afraid Of Losing You",164.28363
Quasimode,"Over The Horizon (Soulphiction Remix)",307.9571
"Qiu Shengrong; Tan Fuying; Zhang Junqiu","Protecting The Nation",3002.38322
"Queens Of The Stone Age","Battery Acid",246.15138
"Quadro Nuevo","Aber Heidschi_ Bumbeidschi",95.50322
"Quincy Jones","Smackwater Jack",199.26159
"Quique Neira",R&B,269.89669
Queensryche,"Last Time In Paris (2002 Digital Remaster)",235.83302
Queen,"Somebody To Love (2008 Digital Remaster)",297.29914
Queensryche,"A Dead Man's Words",395.91138
Quazar,"Red Alert (Posse Out Of Control)",313.05098
Quantic,"Time Is The Enemy",219.84608
Quasi,"Lullaby (Part 2)",124.78649
"Queens Club",Dust,213.62893
QBO,"Verdad En Tus Mentiras",207.96036
"Quelles Paroles","Bed Of Splinters",215.37914
"Quarteto Em Cy","Desde que o samba e samba",235.17995
"Queen + Paul Rodgers","All Right Now (Live)",414.77179
"Quim Barreiros","Talco Minha Filha",271.56853
"Quique Gonzalez","Se Nos Iba La Vida",232.22812
Queen,"Who Wants To Live Forever (With Commentary)",139.17995
"Quinteto Violado",Coco,383.45098
"Quannum Projects","Put Yer Back Into It (One More Time) Instrumental Only (Produced by DJ Shadow for Winterkill Productions)",211.04281
"Quadro Nuevo","Serenata celeste",206.21016
"Quiet Elegance","Do You Love Me",224.05179
"Quando Quango","Tingle (Fac 67 12"")",322.08934
Queensryche,"Waiting For 22",65.88036
"Quentin Harris","Let's Be Young (Ashley Beedle Edit)",544.88771
Quest,"What Would U Do",247.71873
"Quicksilver Messenger Service","Blue Weasel On Ice",245.83791
Quasi,"Death Culture Blues",291.5522
Q-Tip,"Even If It Is So",330.73587
"Quiet Elegance","After You",150.33424
Qntal,Indiscrete,253.46567
"Queen & Five","We Will Rock You (Live 2000)",195.83955
"Quatuor Danel","A Stringtrio: VI. Lento",337.8673
Quasi,"Genetic Science",201.03791
"Quentin Harris featuring Margaret Grace","My Joy",216.92036
Quicksand,"Brown Gargantuan",244.34893
Queen,Innuendo,390.922
"Queens Of The Stone Age","Leg Of Lamb",168.61995
Quest,"Heart Of My Heart",230.66077
"Quiet Elegance","Love Will Make You Feel Better",154.22649
QBO,"Borracho Bros",108.06812
QBO,"Lo Que Tus Sueños Cuentan",197.51138
"Qatja S","Hell Is a Metal Room",309.002
"Queen Omega","Bomb Inna Sodom",217.96526
"Quinteto Violado",Pipoquinha,339.56526
"Quadro Nuevo","Petite Fleur",248.99873
Queen,"Life Is Real (Song For Lennon) (1994 Digital Remaster)",212.11383
Quazar,"Seven Stars´97",327.41832
Quicksand,Fazer,193.38404
Q-Project,"Future Look",309.91628
"Queen Latifah","Nuff' Of The Ruff Stuff (LP Version)",230.63465
QPE,Aa,262.79138
Quadrafonics,"Señor Blues",328.30649
"Quest Poetics","Beauty vs Facts",347.27138
Quirk,"Dance With the Devil",510.85016
QPE,Drown,244.1922
"Queen Omega","Rastafari Be There",228.07465
Quantic,"Infinite Regression",200.51546
"Quinta Do Bill","Gualdim Pais_ Umas Vezes A Trote Outras Vezes A Galope",102.37342
"Quique Gonzalez","Me agarraste (Jorge Drexler)",183.27465
"Quantum Leap",Interstellar,484.38812
Quatermass,"Black Sheep of the Family",217.28608
"Quit Your Dayjob",Wasted,88.29342
Queensryche,"The Lady Wore Black (2002 Digital Remaster)",421.19791
Quarkspace,Nebula,419.57832
"Quadro Nuevo","Luna Rossa",194.2722
"Quinteto Tati","Valsa quase Antidepressiva",198.89587
"Quantic Presenta Flowering Inferno","Make Dub Not War",186.72281
"Quique Gonzalez","A Veces Se Me Olvida",260.15302
qwerty,"Concrete Acid",282.95791
"Queen Omega",Folly,190.53669
Quantec,"Train of Thoughts",391.75791
"Quicksilver Messenger Service","Maiden Voyage",706.58567
"Queens Of The Stone Age","Six Shooter",79.41179
"Question Mark & The Mysterians","Can't Get Enough Of You Baby",167.49669
"Quadro Nuevo","El Pano Moruno",159.7122
"Q Project","Subliminal Aura",358.71302
Quantec,"The Landing",546.92526
"Quincy Jones & Dinah Washington","Bargain Day (Original)",171.78077
"Quiet Elegance","Set The Record Straight",251.66322
"Q-Burns Abstract Message","Brainwormed (Bugs Remix)",381.962
"Quentin Harris","Let's Be Young (Community Vocal Mix)",585.40363
"Quad City DJ's","Get On Up And Dance (LP Version)",65.35791
"Quad City DJ's","Open Da Door Baby (LP Version)",23.64036
QPE,Lapland,186.8273
"Quit Your Dayjob","Medieval monsters in the modern man",130.87302
"Quarteto Em Cy","A Felicidade_Garota de Ipanema_Chega de Saudade",208.79628
"Qatja S",Rekorder,265.29914
"Queens Of The Stone Age","Someone's In The Wolf",435.90485
Queen,Headlong,278.30812
"Queens Of The Stone Age","Long Slow Goodbye",410.3571
Quoit,Habit,502.90893
Quest,"OF ONE MIND",378.61832
Quest,"Intro (Respect The Game)",249.67791
"Quincy Jones","Voice-Over Intro Quincy Jones Interview #6/Quincy Jones Interview #6",77.68771
"Q-Burns Abstract Message","Drifting Off",290.5073
"Quella Vecchia Locanda","Immagini Sfocate",176.27383
"Quatuor mosaïques","1er Quatuor en La Mineur",366.44526
Que,"Love and Basketball",280.21506
Queensryche,"The Killing Words (MTV Unplugged)",232.48934
"Quincy Jones","What's Goin' On",591.93424
"Queen + Paul Rodgers","Wishing Well (Live)",273.65832
"Q-Burns Abstract Message & Lisa Shaw","This Time",426.16118
Queensryche,"Resistance (2002 Digital Remaster)",290.71628
"Quatuor Danel","Quartet No. 4 in D Major_ Op. 83: I. Allegretto",224.13016
"Q-Tip / Raphael Saadiq",WeFight/WeLove,287.37261
"Quad City DJ's","Intro (LP Version)",91.0624
Qik,Maquina,508.86485
"Quinn Lemley","An Occasional Man",240.06485
